Date,Open,High,Low,Close,Adj Close,Volume
2020-09-01,20449.000000,20599.949219,19975.000000,20466.599609,20466.599609,74777
2020-09-02,20599.000000,20748.400391,20450.000000,20563.599609,20563.599609,49617
2020-09-03,20540.000000,20849.000000,20250.699219,20429.000000,20429.000000,50370
2020-09-04,20300.000000,20500.000000,19950.000000,20025.300781,20025.300781,64481
2020-09-07,20100.000000,20119.150391,19636.050781,19782.949219,19782.949219,59728
2020-09-08,19782.949219,20199.000000,19272.099609,19355.849609,19355.849609,65858
2020-09-09,19300.000000,19566.000000,19068.050781,19401.500000,19401.500000,83567
2020-09-10,19500.000000,19750.000000,19319.000000,19643.349609,19643.349609,44713
2020-09-11,19735.500000,19735.500000,19365.099609,19502.500000,19502.500000,61263
2020-09-14,19512.300781,19985.000000,19500.000000,19789.500000,19789.500000,60868
2020-09-15,19779.000000,20147.900391,19600.000000,20065.250000,20065.250000,71895
2020-09-16,20065.250000,20492.550781,19946.150391,20387.849609,20387.849609,51068
2020-09-17,20375.000000,20375.000000,19795.949219,19888.400391,19888.400391,65445
2020-09-18,19915.000000,20108.550781,19399.500000,19520.949219,19520.949219,82189
2020-09-21,19520.949219,19600.000000,18707.650391,18903.699219,18903.699219,35929
2020-09-22,19075.000000,19187.199219,18424.000000,18982.449219,18982.449219,71503
2020-09-23,18985.500000,19115.300781,18536.800781,18951.849609,18951.849609,45567
2020-09-24,18800.000000,18846.900391,18183.550781,18341.949219,18341.949219,64615
2020-09-25,18391.500000,19150.000000,18364.550781,19008.449219,19008.449219,55983
2020-09-28,19200.000000,19655.000000,19080.000000,19533.150391,19533.150391,40663
2020-09-29,19599.000000,19970.000000,19351.400391,19834.650391,19834.650391,90411
2020-09-30,19860.000000,20535.000000,19661.849609,20256.949219,20256.949219,121119
2020-10-01,20400.000000,20659.949219,20325.000000,20611.000000,20611.000000,71915
2020-10-05,20600.000000,20719.050781,20000.000000,20131.800781,20131.800781,63076
2020-10-06,20155.000000,20446.449219,20001.000000,20296.949219,20296.949219,58671
2020-10-07,20325.000000,20800.000000,20097.949219,20712.500000,20712.500000,78989
2020-10-08,20721.199219,20850.000000,20490.000000,20735.550781,20735.550781,63457
2020-10-09,20800.000000,21250.000000,20686.500000,21198.500000,21198.500000,90353
2020-10-12,21165.000000,21397.949219,20845.050781,20956.099609,20956.099609,56254
2020-10-13,20951.000000,21700.000000,20850.000000,21088.000000,21088.000000,115699
2020-10-14,21088.000000,21320.000000,20651.400391,21135.900391,21135.900391,69326
2020-10-15,21260.000000,21260.000000,20505.199219,20642.250000,20642.250000,55002
2020-10-16,20780.000000,21324.550781,20650.000000,21177.449219,21177.449219,85124
2020-10-19,21200.000000,21400.000000,21022.099609,21102.250000,21102.250000,48532
2020-10-20,21197.000000,21550.000000,21100.099609,21184.800781,21184.800781,70614
2020-10-21,21250.000000,21426.949219,20680.150391,21147.500000,21147.500000,57076
2020-10-22,21200.000000,21290.000000,20901.699219,20991.699219,20991.699219,51638
2020-10-23,21165.000000,21272.300781,20257.050781,20521.150391,20521.150391,78234
2020-10-26,20665.699219,20809.750000,20113.099609,20424.699219,20424.699219,65851
2020-10-27,20548.500000,22100.000000,20424.750000,21734.349609,21734.349609,239232
2020-10-28,21560.199219,21788.000000,21231.199219,21361.199219,21361.199219,80646
2020-10-29,21299.000000,21799.949219,21105.050781,21677.000000,21677.000000,71428
2020-10-30,21738.000000,22050.000000,21519.949219,21694.550781,21694.550781,86132
2020-11-02,21694.550781,21898.550781,21512.099609,21671.349609,21671.349609,46682
2020-11-03,21821.500000,21999.949219,21671.349609,21876.099609,21876.099609,49230
2020-11-04,21876.099609,22077.050781,21725.250000,21910.349609,21910.349609,61879
2020-11-05,22050.000000,22328.150391,21810.000000,22239.400391,22239.400391,82737
2020-11-06,22155.000000,22378.900391,21960.000000,22053.050781,22053.050781,58031
2020-11-09,22280.000000,22737.449219,22059.800781,22604.699219,22604.699219,67025
2020-11-10,22630.000000,23230.000000,22630.000000,22762.800781,22762.800781,112826
2020-11-11,22813.000000,23130.000000,22430.000000,22867.550781,22867.550781,82845
2020-11-12,23120.000000,23624.000000,22880.000000,23441.599609,23441.599609,178595
2020-11-13,23529.500000,23645.199219,23205.300781,23435.500000,23435.500000,73676
2020-11-14,null,null,null,null,null,null
2020-11-17,23525.800781,24095.000000,23400.000000,23989.750000,23989.750000,87042
2020-11-18,23989.750000,24134.699219,23756.000000,24069.250000,24069.250000,57487
2020-11-19,24000.000000,24287.000000,23503.599609,23661.650391,23661.650391,67099
2020-11-20,23827.300781,24010.949219,23630.300781,23948.699219,23948.699219,50600
2020-11-23,24000.000000,24598.949219,23987.000000,24465.300781,24465.300781,65833
2020-11-24,24550.000000,24688.900391,24067.150391,24243.550781,24243.550781,66479
2020-11-25,24580.000000,24695.949219,23547.050781,23698.800781,23698.800781,83059
2020-11-26,23949.000000,24600.000000,23700.000000,24381.150391,24381.150391,74560
2020-11-27,24473.699219,24529.050781,23351.000000,24306.349609,24306.349609,190961
2020-12-01,25555.000000,25655.500000,24549.400391,24908.400391,24908.400391,95268
2020-12-02,24800.000000,25043.699219,24200.000000,24635.699219,24635.699219,77649
2020-12-03,24785.000000,25040.599609,24702.349609,24905.150391,24905.150391,57012
2020-12-04,24951.000000,25335.000000,24820.300781,24912.849609,24912.849609,63298
2020-12-07,25000.000000,25089.000000,24724.000000,24954.150391,24954.150391,39743
2020-12-08,24950.000000,25289.949219,24735.500000,24775.750000,24775.750000,59029
2020-12-09,24890.000000,24949.199219,24351.000000,24420.699219,24420.699219,67836
2020-12-10,24420.699219,24499.949219,23687.400391,23758.099609,23758.099609,83757
2020-12-11,23780.000000,23958.000000,23585.050781,23805.000000,23805.000000,54705
2020-12-14,23810.000000,23986.699219,23652.000000,23722.199219,23722.199219,35173
2020-12-15,23750.000000,24325.000000,23722.199219,24259.650391,24259.650391,75628
2020-12-16,24389.000000,24488.900391,24145.699219,24259.099609,24259.099609,53857
2020-12-17,24383.699219,24899.000000,24315.000000,24510.400391,24510.400391,75262
2020-12-18,24500.000000,24732.050781,24301.800781,24574.400391,24574.400391,106488
2020-12-21,24550.000000,24550.000000,23249.150391,23717.500000,23717.500000,55774
2020-12-22,23717.500000,24070.250000,23389.050781,23916.699219,23916.699219,47637
2020-12-23,23916.699219,24240.000000,23830.900391,23894.400391,23894.400391,30687
2020-12-24,24190.000000,24259.949219,23554.099609,23826.750000,23826.750000,47939
2020-12-28,24000.000000,24109.949219,23571.050781,23715.550781,23715.550781,58822
2020-12-29,23875.000000,23906.750000,23680.000000,23839.650391,23839.650391,30966
2020-12-30,23872.300781,24701.599609,23750.000000,24599.949219,24599.949219,57743
2020-12-31,24361.000000,24533.750000,23866.000000,24013.199219,24013.199219,85988
2021-01-01,24050.000000,24276.500000,23865.000000,23950.300781,23950.300781,50972
2021-01-04,24140.000000,24225.000000,23862.000000,24034.199219,24034.199219,39942
2021-01-05,24199.000000,24199.000000,23701.050781,23895.500000,23895.500000,47363
2021-01-06,24084.000000,24947.400391,23850.000000,24824.349609,24824.349609,73142
2021-01-07,24715.000000,25200.000000,24659.849609,25002.150391,25002.150391,73979
2021-01-08,24960.000000,25979.500000,24960.000000,25813.400391,25813.400391,76285
2021-01-11,25800.000000,25950.000000,25400.000000,25569.300781,25569.300781,58276
2021-01-12,25549.000000,25890.000000,25221.000000,25369.099609,25369.099609,47467
2021-01-13,25585.000000,25600.000000,24567.500000,24726.400391,24726.400391,71497
2021-01-14,24802.000000,24913.849609,24475.000000,24855.599609,24855.599609,34671
2021-01-15,24720.000000,24844.699219,24212.849609,24413.800781,24413.800781,35232
2021-01-18,24400.000000,24400.000000,23610.000000,23846.900391,23846.900391,41808
2021-01-19,23801.000000,24474.849609,23789.000000,24374.500000,24374.500000,38386
2021-01-20,24470.000000,24470.000000,23835.650391,23979.949219,23979.949219,48477
2021-01-21,24075.000000,24299.800781,23602.000000,23719.000000,23719.000000,51819
2021-01-22,23799.000000,24142.000000,23612.449219,23694.300781,23694.300781,52209
2021-01-25,24050.000000,24050.000000,23160.800781,23255.650391,23255.650391,55464
2021-01-27,23270.000000,23399.550781,22745.199219,22820.199219,22820.199219,62620
2021-01-28,22745.000000,23189.849609,22670.650391,23106.300781,23106.300781,41756
2021-01-29,23250.000000,23294.550781,22531.000000,22773.349609,22773.349609,58005
2021-02-01,23100.000000,24690.449219,22711.949219,24543.599609,24543.599609,112280
2021-02-02,24543.599609,26650.000000,24200.550781,26432.550781,26432.550781,188876
2021-02-03,26400.000000,26579.000000,25731.050781,25994.400391,25994.400391,110699
2021-02-04,25990.000000,27329.250000,25607.599609,27091.000000,27091.000000,135104
2021-02-05,27112.500000,27286.949219,26614.050781,26722.849609,26722.849609,63260
2021-02-08,26907.150391,28287.500000,26750.050781,28022.199219,28022.199219,183938
2021-02-09,27360.099609,28599.099609,27360.099609,28165.800781,28165.800781,137375
2021-02-10,28245.000000,28596.000000,27853.050781,28293.750000,28293.750000,86564
2021-02-11,28268.000000,28500.000000,28010.250000,28344.199219,28344.199219,54109
2021-02-12,28200.000000,28475.000000,27800.000000,27965.849609,27965.849609,57620
2021-02-15,28184.949219,28840.000000,28101.349609,28653.250000,28653.250000,61303
2021-02-16,28653.250000,29090.000000,28426.099609,28597.400391,28597.400391,70319
2021-02-17,28569.400391,28840.449219,28150.050781,28268.500000,28268.500000,41156
2021-02-18,28580.000000,28580.000000,27358.599609,27623.349609,27623.349609,63910
2021-02-19,27649.949219,27857.449219,26753.349609,27542.449219,27542.449219,50262
2021-02-22,27615.000000,27750.000000,26927.800781,27090.849609,27090.849609,28369
2021-02-23,27165.000000,27532.050781,26770.000000,27260.349609,27260.349609,46471
2021-02-24,27313.250000,27849.949219,26500.000000,27553.000000,27553.000000,17368
2021-02-25,27553.000000,27879.900391,27238.300781,27450.900391,27450.900391,52154
2021-02-26,27450.900391,27720.500000,26169.900391,26501.699219,26501.699219,76766
