Date,Open,High,Low,Close,Adj Close,Volume
2020-07-13,195.399994,199.800003,195.250000,198.399994,194.580597,11050714
2020-07-14,198.000000,198.399994,191.649994,194.050003,190.314331,7233285
2020-07-15,196.000000,199.850006,193.399994,194.899994,191.147964,9389574
2020-07-16,194.000000,201.899994,192.600006,201.149994,197.277649,13646627
2020-07-17,203.199997,211.800003,202.649994,206.750000,202.769852,23872563
2020-07-20,207.500000,208.850006,204.000000,206.800003,202.818893,6380346
2020-07-21,208.000000,210.750000,204.149994,209.949997,205.908249,5671648
2020-07-22,211.000000,214.000000,204.100006,207.000000,203.015045,9323615
2020-07-23,206.899994,210.500000,205.449997,209.350006,205.319809,5251158
2020-07-24,206.000000,211.600006,203.250000,205.000000,201.053543,8192444
2020-07-27,202.050003,208.500000,200.100006,206.949997,202.965988,10548103
2020-07-28,208.100006,215.750000,207.449997,214.899994,210.762955,9784893
2020-07-29,214.050003,220.949997,213.850006,217.550003,213.361938,11276206
2020-07-30,218.649994,221.949997,213.149994,214.350006,210.223557,6483799
2020-07-31,214.500000,221.250000,213.300003,220.250000,216.009964,7306481
2020-08-03,221.000000,225.449997,218.649994,220.550003,216.304184,9865865
2020-08-04,221.550003,229.250000,219.149994,228.100006,223.708847,9878195
2020-08-05,228.500000,236.199997,228.149994,235.149994,230.623123,11076752
2020-08-06,235.000000,239.949997,232.500000,239.500000,234.889374,10772815
2020-08-07,236.800003,241.000000,235.800003,240.199997,235.575897,6794779
2020-08-10,241.000000,246.350006,238.550003,245.199997,240.479645,6482292
2020-08-11,246.500000,255.500000,246.300003,253.750000,248.865051,15124767
2020-08-12,252.000000,257.899994,249.050003,256.799988,251.856323,8055411
2020-08-13,258.100006,264.000000,255.850006,258.600006,253.621704,14516343
2020-08-14,259.000000,267.299988,257.549988,265.350006,260.241760,13199058
2020-08-17,266.899994,271.250000,263.200012,269.600006,264.409912,10757867
2020-08-18,270.600006,279.200012,267.350006,277.149994,271.814575,10683637
2020-08-19,278.000000,279.899994,274.200012,278.549988,273.187622,10287297
2020-08-20,273.000000,284.500000,271.149994,282.649994,277.208710,11325004
2020-08-21,284.350006,288.000000,280.350006,281.899994,276.473145,10884069
2020-08-24,284.149994,287.250000,282.600006,285.750000,280.249023,9488675
2020-08-25,286.549988,287.250000,280.149994,284.899994,279.415375,7786996
2020-08-26,285.500000,286.850006,283.149994,286.200012,280.690399,5278515
2020-08-27,285.350006,290.750000,283.799988,289.299988,283.730682,5930824
2020-08-28,285.500000,289.750000,280.049988,280.700012,275.296265,11914490
2020-08-31,281.000000,281.750000,268.450012,269.799988,264.606079,19774467
2020-09-01,269.799988,288.500000,269.049988,286.799988,281.278778,13679100
2020-09-02,288.500000,294.000000,285.049988,293.000000,287.359467,11710711
2020-09-03,293.000000,295.850006,290.850006,293.399994,287.751740,6425365
2020-09-04,286.049988,291.250000,280.549988,282.350006,276.914490,8442924
2020-09-07,281.000000,287.750000,278.850006,286.500000,280.984558,8634438
2020-09-08,286.000000,288.399994,278.399994,281.149994,275.737579,7609074
2020-09-09,273.200012,288.500000,272.450012,286.850006,281.327850,14099247
2020-09-10,289.350006,290.250000,278.450012,285.350006,279.856720,9369826
2020-09-11,283.950012,289.000000,282.700012,287.799988,282.259552,6485991
2020-09-14,287.100006,293.950012,285.600006,289.850006,284.270081,7275752
2020-09-15,290.950012,294.549988,288.750000,289.600006,284.024933,6682205
2020-09-16,289.000000,291.700012,286.299988,288.649994,283.093170,6090447
2020-09-17,286.000000,288.799988,283.149994,286.850006,281.327850,5287608
2020-09-18,285.299988,293.549988,284.450012,287.700012,282.161499,9911089
2020-09-21,289.399994,290.299988,270.049988,271.299988,266.077179,7522304
2020-09-22,269.299988,275.149994,262.700012,271.899994,266.665649,13246981
2020-09-23,274.899994,274.899994,263.649994,268.200012,263.036896,8444204
2020-09-24,263.049988,264.950012,257.549988,258.549988,253.572632,7984409
2020-09-25,261.100006,270.450012,258.799988,268.350006,263.183990,6842515
2020-09-28,270.950012,278.799988,269.149994,277.000000,271.667480,5470078
2020-09-29,277.000000,286.799988,276.049988,284.100006,278.630798,11241924
2020-09-30,283.200012,284.950012,275.000000,277.750000,272.403046,6288601
2020-10-01,281.450012,286.649994,278.250000,282.049988,276.620239,4873599
2020-10-05,284.299988,292.000000,282.450012,290.100006,284.515289,9269669
2020-10-06,292.750000,295.000000,286.700012,291.350006,285.741241,9592838
2020-10-07,290.000000,293.799988,287.200012,291.450012,285.839294,8126574
2020-10-08,291.500000,298.399994,287.649994,292.950012,287.310425,11623030
2020-10-09,293.149994,298.350006,291.049988,292.000000,286.378693,7301282
2020-10-12,294.899994,294.899994,279.350006,285.149994,279.660583,10299644
2020-10-13,285.000000,291.100006,283.950012,289.950012,284.368195,7541780
2020-10-14,289.250000,292.000000,285.500000,290.649994,285.054688,6525759
2020-10-15,291.799988,297.700012,289.200012,291.549988,285.937347,10662625
2020-10-16,291.500000,312.450012,290.750000,311.049988,305.061951,19877043
2020-10-19,314.200012,318.100006,307.700012,313.500000,307.464813,18883894
2020-10-20,310.000000,319.799988,308.600006,318.700012,312.564728,10739805
2020-10-21,320.750000,324.299988,314.750000,322.950012,316.732880,11914326
2020-10-22,322.000000,327.049988,319.500000,325.500000,319.233795,8493725
2020-10-23,326.000000,327.299988,319.899994,321.250000,315.065613,7400810
2020-10-26,314.000000,315.799988,304.350006,308.299988,302.364899,15424673
2020-10-27,308.350006,312.450012,303.149994,308.950012,303.002411,7123842
2020-10-28,309.049988,315.149994,304.000000,305.850006,299.962097,8888276
2020-10-29,302.799988,308.549988,299.600006,306.799988,300.893799,6944768
2020-10-30,306.500000,312.899994,304.000000,309.000000,303.051422,7786860
2020-11-02,311.450012,312.000000,306.549988,309.350006,303.394684,7660136
2020-11-03,311.899994,316.100006,311.000000,314.750000,308.690735,5951181
2020-11-04,314.750000,318.700012,311.750000,317.850006,311.731079,7627927
2020-11-05,322.200012,328.899994,317.700012,327.700012,321.391449,6640466
2020-11-06,326.850006,330.649994,322.299988,326.450012,320.165527,6994007
2020-11-09,330.000000,334.200012,326.250000,333.100006,326.687500,6297158
2020-11-10,333.000000,337.649994,330.350006,334.799988,328.354767,6004813
2020-11-11,336.000000,344.750000,332.000000,342.750000,336.151703,9211868
2020-11-12,343.750000,344.399994,335.000000,338.000000,331.493134,5061012
