Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,1.812932,1.804799,1.803250,1.803250,1.458367,38730
1996-01-02,1.800926,1.800926,1.743219,1.743219,1.409817,77460
1996-01-03,1.743219,1.750578,1.750578,1.750578,1.415769,12910
1996-01-04,1.746705,1.758324,1.742832,1.742832,1.409505,64550
1996-01-05,1.738572,1.738572,1.738572,1.738572,1.406059,12910
1996-01-08,1.727340,1.735086,1.665373,1.665373,1.346860,167830
1996-01-09,1.626643,1.649493,1.616961,1.616961,1.307707,309840
1996-01-10,1.616961,1.704102,1.611151,1.703715,1.377869,490580
1996-01-11,1.673119,1.673119,1.673119,1.673119,1.353124,38730
1996-01-12,1.665373,1.703715,1.665373,1.696356,1.371917,77460
1996-01-15,1.673119,1.673119,1.666147,1.666147,1.347486,116190
1996-01-16,1.673119,1.704102,1.642135,1.688610,1.365653,1665392
1996-01-17,1.688610,1.684737,1.549184,1.665373,1.346860,387300
1996-01-18,1.665373,1.665373,1.634389,1.653754,1.337463,129100
1996-01-19,1.634389,1.647944,1.618897,1.620059,1.310212,219470
1996-01-22,1.620059,1.626643,1.587913,1.626643,1.315537,116190
1996-01-23,1.626643,1.626643,1.556930,1.618897,1.309273,167830
1996-01-24,1.618897,1.615024,1.580942,1.597983,1.292359,296930
1996-01-25,1.597983,1.611151,1.572422,1.604180,1.297371,232380
1996-01-26,1.604180,1.604180,1.604180,1.604180,1.297371,0
1996-01-29,1.604180,1.618897,1.573196,1.618897,1.309273,51640
1996-01-30,1.618897,1.642135,1.609215,1.638262,1.324934,1665392
1996-01-31,1.638262,1.634389,1.589850,1.628967,1.317417,77460
1996-02-01,1.628967,1.657627,1.649881,1.649881,1.334331,25820
1996-02-02,1.649881,1.740895,1.704102,1.719207,1.390398,142010
1996-02-05,1.719207,1.779625,1.764133,1.777688,1.437694,116190
1996-02-06,1.777688,1.802863,1.766457,1.766457,1.428611,154920
1996-02-07,1.742832,1.781561,1.719594,1.781561,1.440827,142010
1996-02-08,1.781561,1.859021,1.777688,1.851275,1.497207,348570
1996-02-09,1.897750,1.971336,1.874512,1.971336,1.594305,374390
1996-02-12,1.936093,1.967464,1.897750,1.934156,1.564236,271110
1996-02-13,1.934156,1.974435,1.897750,1.967464,1.591174,503490
1996-02-14,1.951972,2.052669,1.951972,2.040275,1.650060,490580
